EqID,Equation,Framework,Domain,SourceDoc,SourceLine,Description,VerificationStatus,RelatedEqs,ExperimentalTest
AE011,return (a * z + b) / (c * z + d) if c * z + d != 0 else None,Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,420,"# Modular symmetry transformation def modular_symmetry(z, a=1, b=0, c=0, d=1): return (a * z + b) / (c * z + d) if c * z + d != 0 else None plt.figure(figsize=(10, 6)) plt.plot(layers, harmonics, labe...",Theoretical,,Theoretical validation required
AE012,"plt.figure(figsize=(10, 6))",Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,422,"def modular_symmetry(z, a=1, b=0, c=0, d=1): return (a * z + b) / (c * z + d) if c * z + d != 0 else None plt.figure(figsize=(10, 6)) plt.plot(layers, harmonics, label=""Fractal Harmonics"", marker='o')...",Theoretical,,Theoretical validation required
AE013,"plt.plot(layers, harmonics, label=""Fractal Harmonics"", marker='o')",Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,423,"return (a * z + b) / (c * z + d) if c * z + d != 0 else None plt.figure(figsize=(10, 6)) plt.plot(layers, harmonics, label=""Fractal Harmonics"", marker='o') plt.plot(layers, modular_values, label=""Modu...",Theoretical,,Theoretical validation required
AE014,"plt.plot(layers, modular_values, label=""Modular Symmetry"", marker='x')",Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,424,"plt.figure(figsize=(10, 6)) plt.plot(layers, harmonics, label=""Fractal Harmonics"", marker='o') plt.plot(layers, modular_values, label=""Modular Symmetry"", marker='x') plt.xlabel(""Layer (n)"") plt.ylabel...",Theoretical,,Theoretical validation required
AE015,-	H(t) = H_0 \cdot \sin(\omega t + \phi),Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,480,- Initialize modular symmetry variables. 2. Introduce Time Dynamics: - Use sinusoidal or stochastic models for time-dependent variables: - H(t) = H_0 \cdot \sin(\omega t + \phi) - ZPE(t) = ZPE_0 \cdot...,Theoretical,,Zero-point energy spectroscopy
AE016,-	ZPE(t) = ZPE_0 \cdot (1 + \delta \sin(\omega t)),Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,481,2. Introduce Time Dynamics: - Use sinusoidal or stochastic models for time-dependent variables: - H(t) = H_0 \cdot \sin(\omega t + \phi) - ZPE(t) = ZPE_0 \cdot (1 + \delta \sin(\omega t)) - Implement ...,Theoretical,,Zero-point energy spectroscopy
AE017,"The Genesis Framework: A Unified Hypercomplex, Fractal, and Symmetry-Driven Recursive Model of Quantum-Gravitational Dynamics",Aether,QM,Alpha001.06_DRAFT_Aether_Framework.md,531,"4. Prepare for Other Materials: - Use refined quartz results to establish baseline parameters for materials like tourmaline and doped crystals. The Genesis Framework: A Unified Hypercomplex, Fractal, ...",Theoretical,,Vibrational spectroscopy in crystals
AE018,"Keywords: Hypercomplex Algebras, Exceptional Lie Algebras, Fractal Geometry, Origami Dimensions, Negative and Fractional Dimensions, Scalar-ZPE Coupling, Monster Group, E_8 Lattice, FoldMerge Operator, Quantum-Gravitational Dynamics.",Aether,QM,Alpha001.06_DRAFT_Aether_Framework.md,533,"The Genesis Framework: A Unified Hypercomplex, Fractal, and Symmetry-Driven Recursive Model of Quantum-Gravitational Dynamics Keywords: Hypercomplex Algebras, Exceptional Lie Algebras, Fractal Geometr...",Theoretical,,Scalar field interferometry
AE019,Modern theoretical physics often compartmentalizes phenomena: quantum effects are treated separately from gravitational ones; complex symmetries are studied in isolation from fractal or multi-dimensional constructs. The Genesis Framework emerges from the need to transcend these boundaries. It weaves together:,Aether,QM,Alpha001.06_DRAFT_Aether_Framework.md,536,"Keywords: Hypercomplex Algebras, Exceptional Lie Algebras, Fractal Geometry, Origami Dimensions, Negative and Fractional Dimensions, Scalar-ZPE Coupling, Monster Group, E_8 Lattice, FoldMerge Operator...",Theoretical,,Scalar field interferometry
AE020,Incorporating E_8 maximizes symmetry. The presence of E_8 ensures that fractal embeddings and scalar-ZPE couplings do not break fundamental symmetries. Let \{X_i\}{i=1}^{248} be E_8 generators with structure constants f{ijk}.,Aether,QM,Alpha001.06_DRAFT_Aether_Framework.md,560,4.1 Lattice Operator (\mathcal{L}) Incorporating E_8 maximizes symmetry. The presence of E_8 ensures that fractal embeddings and scalar-ZPE couplings do not break fundamental symmetries. Let \{X_i\}{i...,Theoretical,,Scalar field interferometry
AE021,"-	Laser specs: wavelength \lambda=800\text{ nm}, pulse width \approx 50\text{ fs}.",Aether,QM,Alpha001.06_DRAFT_Aether_Framework.md,649,"- Quantum Chip Integrations: Implement fractal harmonic expansions on qubit arrays, searching for predicted coherence enhancements. E.1 Interferometer Setup - Laser specs: wavelength \lambda=800\text{...",Theoretical,,Theoretical validation required
AE022,"-	Initialize  f_i(x, t=0)  based on the desired initial conditions, ensuring consistency with fractal and hypercomplex symmetries.",Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,767,"- Define a lattice grid in \mathbb{R}^{d_{\text{frac}}} , where d_{\text{frac}} is a non-integer. - Use adaptive mesh refinement to accommodate varying dimensional scales. 2. Initialization of Distrib...",Theoretical,,Dimensional spectroscopy
AE023,"grid_size = (100, 100, 100)  # Adjust for dimensional embedding",Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,781,"- Utilize CUDA or OpenCL to parallelize computation-heavy steps, ensuring real-time simulation capabilities. # Initialize lattice grid grid_size = (100, 100, 100) # Adjust for dimensional embedding f ...",Theoretical,,Dimensional spectroscopy
AE024,"f = cp.zeros(grid_size + (26,), dtype=cp.float32)  # 26 primary directions",Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,782,"# Initialize lattice grid grid_size = (100, 100, 100) # Adjust for dimensional embedding f = cp.zeros(grid_size + (26,), dtype=cp.float32) # 26 primary directions # Initialize distribution functions b...",Theoretical,,Dimensional spectroscopy
AE025,-	Identify the minimal polynomial  p(\lambda)  such that  p(S) = 0 .,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,898,- Represent \mathcal{S}_C in the basis provided by E₈ lattice vectors. - Express \mathcal{S}_C as a matrix S with entries derived from kernel products. 2. Minimal Polynomial Construction: - Identify t...,Theoretical,,Theoretical validation required
AE026,) = source(,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,1303,"if target( f ) = source( g ) ,",Theoretical,,Theoretical validation required
AE027,https://ncatlab.org/nlab/les/Abstract-Homotopy.pdf,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,1559,"1) Timothy Porter, fiAbstract homotopy theory: the interaction of category theory and homotopy theoryfl. Available at https://ncatlab.org/nlab/les/Abstract-Homotopy.pdf . Timothy Porter is another ex...",Theoretical,,Theoretical validation required
AE028,https://citeseer.ist.psu.,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,2049,"G -coloring: simplicial bre bundles and non-abelian cohomologyfl, available at https://citeseer.ist.psu. edu/viewdoc/summary?doi=10.1.1.50.3718 . Physicists know and love the DijkgraafŒWitten model, ...",Theoretical,,Theoretical validation required
AE029,edu/viewdoc/summary?doi=10.1.1.50.3718,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,2050,"-coloring: simplicial bre bundles and non-abelian cohomologyfl, available at https://citeseer.ist.psu. edu/viewdoc/summary?doi=10.1.1.50.3718 . Physicists know and love the DijkgraafŒWitten model, a ...",Theoretical,,Theoretical validation required
AE030,d =dt,Aether,QM,Alpha001.06_DRAFT_Aether_Framework.md,2601,"is zero. Think of it as a screwy quantum gravity version of Schrodinger's equation, where d =dt had better be zero! It's hard to nd explicit solutions of these equations. Indeed, it's hard to know wh...",Theoretical,,Theoretical validation required
AE031,) = exp(,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,2691,( A ) = exp( 6 C S,Theoretical,,Theoretical validation required
AE032,ways to compose operators: horizontal composition usually being called fitensor prod-,Aether,QM,Alpha001.06_DRAFT_Aether_Framework.md,3131,"Corresponding to each spacetime we have a fitime evolution operatorfl Š a linear operator that describes how states going in one end pop out the other, fievolved in timefl. And corresponding to horizo...",Theoretical,,Theoretical validation required
AE033,http://math.ucr.edu/home/baez/,Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,3380,"3) David Yetter, fiCategorical linear algebra: a setting for questions from physics and low-dimensional topologyfl. Available as http://math.ucr.edu/home/baez/ yetter.pdf and http://math.ucr.edu/home/...",Theoretical,,Dimensional spectroscopy
AE034,http://math.ucr.edu/home/baez/yetter.ps,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,3383,"http://math.ucr.edu/home/baez/ yetter.pdf and http://math.ucr.edu/home/baez/yetter.ps . This treats 2-vector spaces in a very beautiful way, but not 2-Hilbert spaces. Denitely worth reading for anyon...",Theoretical,,Theoretical validation required
AE035,) = (,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,3654,a; b )( c; d ) = ( ac e,Theoretical,,Theoretical validation required
AE036,"fiOctonions: invariant Leech lattice exposedfl, available as",Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,3821,"hep-th/ 9504040 . fiOctonions: invariant Leech lattice exposedfl, available as hep-th/9506080 . I am not presently in a position to assess these papers or Dixon's work relating division",Theoretical,,Theoretical validation required
AE037,"irreducible representations: the vector, left-handed spinor, and right-handed spinor rep-",Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,4028,"has three 8 -dimensional irreducible representations: the vector, left-handed spinor, and right-handed spinor rep- resentation. While they are not equivalent to each other, they are darn close; they a...",Theoretical,,Dimensional spectroscopy
AE038,the dodecahedron: one can't chop up a regular pentagon into 30-60-90 triangles. In a,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,4202,"were made of these solids, not counting for the dodecahedron. Interestingly, Plato con- sidered decomposing the faces of these solids into fielementary trianglesfl, in order to explain how one element...",Theoretical,,Theoretical validation required
AE039,] = 0,Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,4886,"that [ x; y ] = 0 if the group is commutative. This bracket operation satises some axioms, and algebraists call anything a Lie algebra that satises those axioms. For example, you could take",Theoretical,,Theoretical validation required
AE040,) = 1,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,4957,"with exp( x ) = 1 . This is how lattices sneak into the picture! Moreover, for some elements g",Theoretical,,Theoretical validation required
AE041,)) = (,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,5718,h ( v )) = ( g h )( v,Theoretical,,Theoretical validation required
AE042,http://math.ucr.,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,6378,"Vein Coxeter Festschrift (1982), Springer, Berlin, pp. 549Œ554. John McKay, fiA rapid introduction to ADE theoryfl, available at http://math.ucr. edu/home/baez/ADE.html . 4)",Theoretical,,Theoretical validation required
AE043,https://ir.cwi.nl/pub/10039/,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,6449,", 25 (1977), 257Œ307. Also available at https://ir.cwi.nl/pub/10039/ 10039D.pdf . 85",Theoretical,,Theoretical validation required
AE044,https://projecteuclid.org/ebooks/books-by-,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,7146,"Topoi: the Categorial Analysis of Logic , Dover, Mineola, New York, 2006. Also available as https://projecteuclid.org/ebooks/books-by- independent-authors/Topoi-The-Categorial-Analysis-of-Logic/toc/bi...",Theoretical,,Theoretical validation required
AE045,"of time: the membership of sets, the truth-values of propositions, and so on all depend",Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,7162,"mathematicians who want a stripped-down, minimal form of mathematics. However, there are also topoi for the folks who want a mathematical universe with lots of horsepower and all the options! There ar...",Theoretical,,Theoretical validation required
AE046,"And so on: not an attempt to pick out fithefl universe of logic and mathematics, but",Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,7168,"really high-powered things like topoi of sheaves on a category equipped with a Grothendieck topology.... And so on: not an attempt to pick out fithefl universe of logic and mathematics, but instead, a...",Theoretical,,Theoretical validation required
AE047,http://www.tac.mta.ca/tac/reprints/articles/12/,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,7189,"Toposes, Triples and Theories , Springer, Berlin, 1983. Also available as http://www.tac.mta.ca/tac/reprints/articles/12/ tr12abs.html . Now let me catch up on some things more directly related to phy...",Theoretical,,Theoretical validation required
AE048,https://www.hpl.hp.com/techreports/96/HPL-BRIMS-96-02.pdf,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,7577,"Jeremy Gunawardena, fiNew connections between mathematics and computer sci- ence: reports, abstracts and bibliography of a workshopfl, January 1996. Available at https://www.hpl.hp.com/techreports/96/...",Theoretical,,Theoretical validation required
AE049,http://www.paultaylor.eu/stable/Proofs+Types.,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,7643,"Proofs and Types , Cambridge U. Press, Cambridge, 1989. Also available at http://www.paultaylor.eu/stable/Proofs+Types. html . Eric Goubault and Vaughan Pratt talked, in somewhat different ways, about...",Theoretical,,Theoretical validation required
AE050,"simple: say we have two jobs to do, one of which gets us from some starting-point",Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,7648,". Eric Goubault and Vaughan Pratt talked, in somewhat different ways, about a for- malism for treating concurrency using fihigher-dimensional automatafl. The basic idea is simple: say we have two jobs...",Theoretical,,Dimensional spectroscopy
AE051,https:/,Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,7740,"tomatafl, in Proc. PEPM '95 (La Jolla) , ACM Press, 1995. Also available at https:/ /dl.acm.org/doi/abs/10.1145/215465.215577 . Eric Goubault and Thomas Jensen, fiHomology of higher-dimensional automa...",Theoretical,,Dimensional spectroscopy
AE052,http://www.lix.polytechnique.fr/,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,7750,"630 , Springer, 1992. Also available at http://www.lix.polytechnique.fr/ ˘ goubault/papers/ Homology.pdf",Theoretical,,Theoretical validation required
AE053,http://boole.stanford.edu/pub/tppp.pdf,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,7761,"Proc. Theory and Practice of Parallel Programming , Sendai, Japan, 1994. Also available at http://boole.stanford.edu/pub/tppp.pdf . Yves Lafont also gave a talk with strong connections to n",Theoretical,,Theoretical validation required
AE054,https://link.,Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,7894,"Jour. Pure Appl. Algebra 49 (1987), 201Œ217. Also available at https://link. springer.com/content/pdf/10.1007%2F3-540-17220-3 7.pdf Craig C. Squier, fiA niteness condition for rewriting systemsfl, re...",Theoretical,,Theoretical validation required
AE055,https://link.springer.com/content/pdf/,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,7910,"256 , Springer, Berlin, 1987, pp. 74Œ82. Also available at https://link.springer.com/content/pdf/ 10.1007%2F3-540-17220-3 7.pdf which gave general conditions wh ich must hold for there to be a nite t...",Theoretical,,Theoretical validation required
AE056,http://iml.univ-mrs.fr/,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,8055,"Mathematical Structures in Computer Science 1 (1991), 297Œ326. Also available at http://iml.univ-mrs.fr/ ˘ lafont/publications.html Yves Lafont, fiA new niteness condition for monoids presented by co...",Theoretical,,Theoretical validation required
AE057,http://math.ucr.edu/home/baez/ncat.def.html,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,8117,"John Baez and James Dolan, fi n -Categories, sketch of a denitionfl, available at http://math.ucr.edu/home/baez/ncat.def.html A more readable version will appear as a paper fairly soon. I should add ...",Theoretical,,Theoretical validation required
AE058,http://www.numdam.org/item/AST_1994_,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,8358,"erisque 226 (1994), 145Œ174. Also available at http://www.numdam.org/item/AST_1994_ _226__145_0/ Jean-Luc Brylinski, fiThe geometry of degree-four characteristic classes and of line bundles on loop sp...",Theoretical,,Theoretical validation required
AE059,different: biology.,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,8782,"so far, and where it may lead. In the Weeks to come, I'll start out describing some basic stuff, and work my way up to some very new ideas. However, before I get into that, I'd like to say a bit about...",Theoretical,,Theoretical validation required
AE060,1 = 1,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,9559,1 such that a 1 = 1 a = a,Theoretical,,Theoretical validation required
AE061,http://www.ams.org/notices/199607/weinstein.pdf,Aether,GR,Alpha001.06_DRAFT_Aether_Framework.md,9731,"3) Alan Weinstein, fiGroupoids: unifying internal and external symmetryfl, available at http://www.ams.org/notices/199607/weinstein.pdf So: in contrast to a set, which consists of a static collection ...",Theoretical,,Theoretical validation required
AE062,are: they are cate-,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,9961,"2 -morphisms in Cat are: they are cate- gories, functors and natural transformations. A functor F :",Theoretical,,Theoretical validation required
AE063,https://en.wikipedia.org/wiki/Quark-gluon,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,10704,"0.16 nucleons per femtometer cubed.) For more on this, check out these 1) Wikipedia, Quark-gluon plasma, https://en.wikipedia.org/wiki/Quark-gluon plasma . Relativistic Heavy Ion Collider homepage,",Theoretical,,Theoretical validation required
AE064,http://www.bnl.gov/RHIC/,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,10708,"plasma . Relativistic Heavy Ion Collider homepage, http://www.bnl.gov/RHIC/ . The folks at Brookhaven are attempting to get high densities and",Theoretical,,Theoretical validation required
AE065,(1) = 1,Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,11133,H between groups being a function with f (1) = 1 and f (,Theoretical,,Theoretical validation required
AE066,) = Hom (,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,11489,", we have Hom( Lc; d ) = Hom ( c; R d ) :",Theoretical,,Theoretical validation required
AE067,http://www.ams.org/notices/199509/199509-toc.html,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,12034,"42 (September 1995), 959Œ968. Also available at http://www.ams.org/notices/199509/199509-toc.html . When I was a graduate student at MIT I realized that Kostant (who teaches there) was deeply in love ...",Theoretical,,Theoretical validation required
AE068,http://math.ucr.edu/home/baez/six.html,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,12072,"things is a bit trickier; I leave it as a puzzle here. See 2) John Baez, fiSome thoughts on the number 6fl, available at http://math.ucr.edu/home/baez/six.html . for an answer. Once we convince oursel...",Theoretical,,Theoretical validation required
AE069,2 = 60,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,12082,", it follows that it has 5! = 2 = 60 elements. But there is another nice way to see this. Take an icosahedron and chop off all 12 corners, getting a truncated icosahedron with 12 regular pentagonal fa...",Theoretical,,Theoretical validation required
AE070,12 = 60,Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,12094,"The truncated icosahedron has 5  12 = 60 vertices. Every symmetry of the icosahe- dron is a symmetry of the truncated icosahedron, so A",Theoretical,,Theoretical validation required
AE071,The fiindependence of incoming causesfl is very intuitive: if we do an experiment on,Aether,GR,Alpha001.06_DRAFT_Aether_Framework.md,12916,"into it Š visible in the word fibeforefl. In fact, we aren't getting something for nothing in the H-theorem; we are making a time-asymmetric assumption in order to conclude that entropy increases with...",Theoretical,,Thermal imaging and entropy measurement
AE072,Black Holes: The Mem-,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,12983,"and 5) Kip Thorne, Richard Price and Douglas Macdonald, eds., Black Holes: The Mem- brane Paradigm , Yale U. Press, New Haven, 1986. The book by Ciufolini and Wheeler is full of interesting stuff, but...",Theoretical,,Theoretical validation required
AE073,https://web.archive.org/web/19970506010314/,Aether,GR,Alpha001.06_DRAFT_Aether_Framework.md,13005,"latest news. . . . I seem to remember some arguments about funding the program. 6) Gravity Probe B, https://web.archive.org/web/19970506010314/ http://stugyro.stanford.edu/RELATIVITY/GPB/GPB.html . 15...",Theoretical,,Theoretical validation required
AE074,http://stugyro.stanford.edu/RELATIVITY/GPB/GPB.html,Aether,GR,Alpha001.06_DRAFT_Aether_Framework.md,13006,"6) Gravity Probe B, https://web.archive.org/web/19970506010314/ http://stugyro.stanford.edu/RELATIVITY/GPB/GPB.html . 156 WEEK 80 APRIL 20, 1996",Theoretical,,Theoretical validation required
AE075,http://einstein.stanford.,Aether,GR,Alpha001.06_DRAFT_Aether_Framework.md,13011,"156 WEEK 80 APRIL 20, 1996 (Note added in 2002: now this webpage is gone; see http://einstein.stanford. edu/ for the latest story.) Kip Thorne's name comes up a lot in conjuction with black holes and ...",Theoretical,,Theoretical validation required
AE076,http://www.ligo.caltech.edu/,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,13030,"For more on LIGO, try: 7) LIGO project home page, http://www.ligo.caltech.edu/ . Thorne helped develop a nice way to think of black holes by envisioning their event horizon as a kind of fimembranefl w...",Theoretical,,Theoretical validation required
AE077,) = 0,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,13861,0 ( G ) = 0 . To understand this you need to realize that S,Theoretical,,Theoretical validation required
AE078,functionfl on it: a real-valued smooth function with only nondegenerate critical points.,Aether,Math,Alpha001.06_DRAFT_Aether_Framework.md,14674,"spacesfl, preprint as of Sept. 13, 1991. This is a nice way to think about what's really going on with Morse theory. In Morse theory we study the topology of a compact Riemannian manifold by putting a...",Theoretical,,Theoretical validation required
AE079,"explain: these days there is a vast amount of material available on the World-Wide Web,",Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,15426,underground behemoth attended by technicians in white lab coats that can answer any question you type in Š is AltaVista. I agree wholeheartedly. In case you are a few months or years behind on the tec...,Theoretical,,Theoretical validation required
AE080,http://www.altavista.digital.com/,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,15434,"go to 1) AltaVista, http://www.altavista.digital.com/ type in fimeaning of lifefl, and see what everyone has written about it. You'll be none the wiser, of course, but that's how it always worked in t...",Theoretical,,Theoretical validation required
AE081,http://www.cyc.com/,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,15447,"to set CYC loose on the web once it knows enough to learn something from it. 2) CYC project homepage, http://www.cyc.com/ The idea behind CYC is to encode ficommon sensefl as about half a million rule...",Theoretical,,Theoretical validation required
AE082,http://boole.stanford.edu/pub/cyc.report,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,15464,"an interesting and somewhat critical account of CYC at one stage of its development, see 4) Vaughan Pratt, fiCYC Reportfl, http://boole.stanford.edu/pub/cyc.report 176 WEEK 84 JUNE 27, 1996 Turning to...",Theoretical,,Theoretical validation required
AE083,http://xanadu.net/the.project,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,15472,"inspired by Ted Nelson's visionary but ill-starred Xanadu project. 5) Project Xanadu, http://xanadu.net/the.project Backlinking is one of the most tricky parts of Ted Nelson's vision, one often declar...",Theoretical,,Theoretical validation required
AE084,http://www.foresight.org/backlinks1.3.1.,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,15488,"already do fibacklinks browsingfl with the help of a program written by Ted Kaehler: 6) Ted Kaehler's backlinks browser, http://www.foresight.org/backlinks1.3.1. html Go to this page at the start of y...",Theoretical,,Theoretical validation required
AE085,http://www.foresight.org/backlinks.,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,15499,"sooner it will catch on. For more discussion of backlinking, see 7) Backlinking news at the Foresight Institute, http://www.foresight.org/backlinks. news.html Robin Hanson's ideas on backlinking, http...",Theoretical,,Theoretical validation required
AE086,http://www.hss.caltech.edu/~hanson/,Aether,General,Alpha001.06_DRAFT_Aether_Framework.md,15502,"http://www.foresight.org/backlinks. news.html Robin Hanson's ideas on backlinking, http://www.hss.caltech.edu/~hanson/ findcritics.html I thank my best buddy Bruce Smith for telling me about CYC, Proj...",Theoretical,,Theoretical validation required
AE087,"constraints: the Gauss law constraint (i.e., gauge-invariance), the diffeomorphism",Aether,QM,Alpha001.06_DRAFT_Aether_Framework.md,16321,about that. So that's how we get the space of fikinematical statesfl in the loop representation of quantum gravity. The space of physical states is then obtained by imposing constraints: the Gauss law...,Theoretical,,Theoretical validation required
